2059325	2059375	+
1282030	1282080	+
2596027	2596077	+
2402646	2402696	+
2197688	2197738	+
1230950	1231000	+
1113861	1113911	+
190140	190190	+
4110342	4110392	+
954525	954575	+
892737	892787	+
2434211	2434261	+
1376325	1376375	+
1579932	1579982	+
4092938	4092988	+
1108568	1108618	+
1998936	1998986	+
3709582	3709632	+
308769	308819	+
1603927	1603977	+
1793753	1793803	+
1242703	1242753	+
2643259	2643309	+
3824234	3824284	+
3199132	3199182	+
4152455	4152505	+
2228676	2228726	+
2277651	2277701	+
3783383	3783433	+
1276266	1276316	+
23868	23918	+
435059	435109	+
1524614	1524664	+
3353098	3353148	+
2198639	2198689	+
2828020	2828070	+
3691873	3691923	+
1850081	1850131	+
1306782	1306832	+
3844667	3844717	+
4192860	4192910	+
3556873	3556923	+
3172263	3172313	+
1568170	1568220	+
3919376	3919426	+
1163937	1163987	+
480755	480805	+
3056019	3056069	+
666551	666601	+
546343	546393	+
2729857	2729907	+
3385701	3385751	+
405143	405193	+
3765565	3765615	+
2637471	2637521	+
2728515	2728565	+
1521418	1521468	+
2232275	2232325	+
333024	333074	+
3467412	3467462	+
635943	635993	+
3761989	3762039	+
2869856	2869906	+
2628046	2628096	+
510450	510500	+
16285	16335	+
3621272	3621322	+
4376815	4376865	+
4374014	4374064	+
2409607	2409657	+
3730349	3730399	+
4369980	4370030	+
33227	33277	+
3647888	3647938	+
4118779	4118829	+
41307	41357	+
563567	563617	+
1074080	1074130	+
1096822	1096872	+
1182397	1182447	+
1442773	1442823	+
1712308	1712358	+
2147668	2147718	+
218711	218761	+
383608	383658	+
1484288	1484338	+
1584508	1584558	+
4222703	4222753	+
575357	575407	+
1334939	1334989	+
1761009	1761059	+
590095	590145	+
787952	788002	+
1720032	1720082	+
1764770	1764820	+
1865591	1865641	+
2258045	2258095	+
2989306	2989356	+
3567039	3567089	+
4116017	4116067	+
4170229	4170279	+
12486	12536	+
1458313	1458363	+
2987700	2987750	+
3021857	3021907	+
3439090	3439140	+
542160	542210	+
626475	626525	+
3339875	3339925	+
3826273	3826323	+
3781002	3781052	+
701430	701480	+
794739	794789	+
1538420	1538470	+
1700242	1700292	+
397472	397522	+
499746	499796	+
1856810	1856860	+
3242234	3242284	+
4162342	4162392	+
1686310	1686360	+
2171662	2171712	+
731152	731202	+
571752	571802	+
822908	822958	+
193671	193721	+
1100508	1100558	+
1659811	1659861	+
2906862	2906912	+
2962761	2962811	+
1505968	1506018	+
4239917	4239967	+
1228740	1228790	+
1815310	1815360	+
4140550	4140600	+
1976660	1976710	+
4082867	4082917	+
1509034	1509084	+
273121	273171	+
1646258	1646308	+
3723728	3723778	+
1254630	1254680	+
2566847	2566897	+
962680	962730	+
1407426	1407476	+
2066547	2066597	+
2864520	2864570	+
256160	256210	+
711638	711688	+
1413371	1413421	+
2775688	2775738	+
65678	65728	+
1901176	1901226	+
148635	148685	+
3660025	3660075	+
2506428	2506478	+
309855	309905	+
417487	417537	+
1024400	1024450	+
2403166	2403216	+
3112014	3112064	+
170485	170535	+
1717911	1717961	+
881732	881782	+
1027452	1027502	+
2015089	2015139	+
2853316	2853366	+
1066543	1066593	+
3150693	3150743	+
1918480	1918530	+
1507421	1507471	+
208328	208378	+
3970351	3970401	+
218015	218065	+
2337158	2337208	+
3034	3084	+
29245	29295	+
165294	165344	+
363826	363876	+
377931	377981	+
394111	394161	+
400168	400218	+
591654	591704	+
606527	606577	+
622329	622379	+
646298	646348	+
649689	649739	+
676238	676288	+
731225	731275	+
770582	770632	+
901635	901685	+
910032	910082	+
938662	938712	+
1069880	1069930	+
1167092	1167142	+
1184015	1184065	+
1196175	1196225	+
1277893	1277943	+
1308988	1309038	+
1329390	1329440	+
1341108	1341158	+
1440805	1440855	+
1461045	1461095	+
1471750	1471800	+
1473277	1473327	+
1517491	1517541	+
1588567	1588617	+
1611935	1611985	+
1676941	1676991	+
1678552	1678602	+
1729494	1729544	+
1798294	1798344	+
1901804	1901854	+
1902391	1902441	+
1910288	1910338	+
1937182	1937232	+
1965576	1965626	+
1968960	1969010	+
2034692	2034742	+
2035390	2035440	+
2056479	2056529	+
2058274	2058324	+
2175233	2175283	+
2195989	2196039	+
2242958	2243008	+
2252026	2252076	+
2320831	2320881	+
2360164	2360214	+
2538704	2538754	+
2683995	2684045	+
2955141	2955191	+
2957340	2957390	+
2963586	2963636	+
2966533	2966583	+
3000166	3000216	+
3019185	3019235	+
3242304	3242354	+
3267737	3267787	+
3351269	3351319	+
3416081	3416131	+
3477366	3477416	+
3508095	3508145	+
3531146	3531196	+
3556373	3556423	+
3640543	3640593	+
3676066	3676116	+
3697198	3697248	+
3744321	3744371	+
3805621	3805671	+
3850324	3850374	+
3857397	3857447	+
3883525	3883575	+
3924679	3924729	+
3985557	3985607	+
4026444	4026494	+
4056710	4056760	+
4057733	4057783	+
4060185	4060235	+
4124417	4124467	+
4153618	4153668	+
4163341	4163391	+
4181758	4181808	+
4186080	4186130	+
4251085	4251135	+
4273658	4273708	+
4327549	4327599	+
4345039	4345089	+
2500445	2500751	-
3467813	3468419	-
386204	386274	-
850642	850713	-
923803	923875	-
1025321	1025393	-
1138076	1138147	-
1446193	1446265	-
1828015	1828088	-
2510598	2510669	-
2581764	2581837	-
2619407	2619479	-
2765331	2765404	-
2969497	2969568	-
3348547	3348619	-
3348659	3348730	-
3431840	3431912	-
3559370	3559443	-
4081365	4081437	-
4199131	4199217	-
4216865	4216937	-
4216968	4217056	-
4222581	4222667	-
4118641	4118691	-
2854857	2854907	-
1947593	1947643	-
697750	697800	-
3708266	3708316	-
2204175	2204225	-
1574717	1574767	-
2087862	2087912	-
2364731	2364781	-
1389194	1389244	-
1002654	1002704	-
3371680	3371730	-
2334544	2334594	-
4390981	4391031	-
3436635	3436685	-
1508873	1508923	-
3238449	3238499	-
562663	562713	-
2144832	2144882	-
1410322	1410372	-
2965787	2965837	-
3613553	3613603	-
1830511	1830561	-
2447944	2447994	-
3672247	3672297	-
834896	834946	-
637919	637969	-
4149430	4149480	-
3014097	3014147	-
4024297	4024347	-
2289191	2289241	-
1308742	1308792	-
518346	518396	-
2442267	2442317	-
3541314	3541364	-
3086133	3086183	-
1363311	1363361	-
1236045	1236095	-
4130307	4130357	-
3997581	3997631	-
1109121	1109171	-
2906713	2906763	-
3541995	3542045	-
314804	314854	-
3700966	3701016	-
2181856	2181906	-
526032	526082	-
2992578	2992628	-
1951701	1951751	-
570462	570512	-
1588432	1588482	-
4030444	4030494	-
2745674	2745724	-
1470202	1470252	-
3082291	3082341	-
851416	851466	-
4281521	4281571	-
2644208	2644258	-
3614348	3614398	-
886596	886646	-
2330913	2330963	-
3067895	3067945	-
569756	569806	-
3770599	3770649	-
3661962	3662012	-
3469214	3469264	-
268577	268627	-
730983	731033	-
3603272	3603322	-
3647759	3647809	-
48977	49027	-
4088138	4088188	-
3067074	3067124	-
2326759	2326809	-
638866	638916	-
1269908	1269958	-
528264	528314	-
4205323	4205373	-
4312619	4312669	-
1794657	1794707	-
52647	52697	-
3104861	3104911	-
729228	729278	-
275913	275963	-
1576746	1576796	-
3173967	3174017	-
4372656	4372706	-
4316546	4316596	-
1575759	1575809	-
3375614	3375664	-
3369804	3369854	-
2104057	2104107	-
516842	516892	-
3338949	3338999	-
317453	317503	-
1895292	1895342	-
3564236	3564286	-
3399358	3399408	-
4306761	4306811	-
2860368	2860418	-
3531088	3531138	-
3693939	3693989	-
479703	479753	-
310699	310749	-
2864362	2864412	-
1019915	1019965	-
3155821	3155871	-
2850524	2850574	-
3661119	3661169	-
3182961	3183011	-
906290	906340	-
2123101	2123151	-
2392409	2392459	-
527310	527360	-
982504	982554	-
377005	377055	-
2751522	2751572	-
1827895	1827945	-
2356627	2356677	-
4185840	4185890	-
4047446	4047496	-
1570919	1570969	-
3671744	3671794	-
2147583	2147633	-
2493692	2493742	-
2401672	2401722	-
4023753	4023803	-
556256	556306	-
4393023	4393073	-
3690888	3690938	-
2588754	2588804	-
4206867	4206917	-
3364482	3364532	-
921083	921133	-
3587489	3587539	-
3355019	3355069	-
3226235	3226285	-
1008130	1008180	-
4042890	4042940	-
4107034	4107084	-
4201838	4201888	-
3154581	3154631	-
359698	359748	-
677566	677616	-
1286518	1286568	-
3433572	3433622	-
2274458	2274508	-
4218775	4218825	-
2441670	2441720	-
1329255	1329305	-
1359394	1359444	-
3223474	3223524	-
1279567	1279617	-
1646088	1646138	-
1327462	1327512	-
642761	642811	-
243164	243214	-
4018118	4018168	-
260781	260831	-
2378262	2378312	-
1268959	1269009	-
2317035	2317085	-
3856839	3856889	-
923659	923709	-
1238142	1238192	-
4308864	4308914	-
2270190	2270240	-
3009159	3009209	-
2281032	2281082	-
1771551	1771601	-
3337867	3337917	-
474791	474841	-
549557	549607	-
3204240	3204290	-
1619634	1619684	-
3368743	3368793	-
895578	895628	-
1640610	1640660	-
3814028	3814078	-
2827039	2827089	-
3571161	3571211	-
1959741	1959791	-
1409883	1409933	-
951068	951118	-
2228511	2228561	-
3594185	3594235	-
3407638	3407688	-
996245	996295	-
143826	143876	-
3602390	3602440	-
3374570	3374620	-
2965308	2965358	-
1056635	1056685	-
2622402	2622452	-
3152900	3152950	-
3697043	3697093	-
3307341	3307391	-
3580150	3580200	-
709465	709515	-
2391139	2391189	-
4156679	4156729	-
914149	914199	-
3828677	3828727	-
2456693	2456743	-
3780929	3780979	-
1676833	1676883	-
2585856	2585906	-
3808387	3808437	-
3237756	3237806	-
2320703	2320753	-
1551167	1551217	-
954870	954920	-
989811	989861	-
545771	545821	-
4029712	4029762	-
948418	948468	-
4166681	4166731	-
1313249	1313299	-
4073561	4073611	-
2999918	2999968	-
1045970	1046020	-
1681916	1681966	-
2386017	2386067	-
3653297	3653347	-
568917	568967	-
3556637	3556687	-
4137064	4137114	-
3682974	3683024	-
221673	221723	-
650695	650745	-
1807712	1807762	-
594729	594779	-
4233547	4233597	-
3509496	3509546	-
1717562	1717612	-
1338463	1338513	-
1220136	1220186	-
236457	236507	-
1186773	1186823	-
4327423	4327473	-
1298642	1298692	-
2219201	2219251	-
3646852	3646902	-
1034686	1034736	-
1200332	1200382	-
1228634	1228684	-
1251360	1251410	-
131078	131128	-
1364127	1364177	-
1425894	1425944	-
1500560	1500610	-
1775259	1775309	-
183160	183210	-
2157261	2157311	-
256020	256070	-
2711269	2711319	-
2718782	2718832	-
2750205	2750255	-
2876927	2876977	-
3030335	3030385	-
3046483	3046533	-
3074430	3074480	-
3137186	3137236	-
316386	316436	-
3351021	3351071	-
3584779	3584829	-
385917	385967	-
4115895	4115945	-
4200192	4200242	-
4211770	4211820	-
755181	755231	-
778915	778965	-
881663	881713	-
975920	975970	-
3471322	3471372	-
167634	167684	-
3768949	3768999	-
2313002	2313052	-
1521824	1521874	-
2648858	2648908	-
383480	383530	-
3436247	3436297	-
3839565	3839615	-
1699765	1699815	-
274854	274904	-
3068257	3068307	-
3692442	3692492	-
1855061	1855111	-
2445368	2445418	-
169255	169305	-
3685963	3686013	-
1984974	1985024	-
719964	720014	-
1644316	1644366	-
4388226	4388276	-
3419337	3419387	-
941070	941120	-
1437087	1437137	-
3172970	3173020	-
3039770	3039820	-
639929	639979	-
1357601	1357651	-
3332732	3332782	-
1107367	1107417	-
3304236	3304286	-
39817	39867	-
4285814	4285864	-
3573661	3573711	-
4148955	4149005	-
2159084	2159134	-
3824584	3824634	-
4374374	4374424	-
3687580	3687630	-
4198602	4198652	-
1494430	1494480	-
2487428	2487478	-
4041332	4041382	-
163264	163314	-
2206818	2206868	-
2634116	2634166	-
4118711	4118761	-
769620	769670	-
3318839	3318889	-
2271775	2271825	-
3591519	3591569	-
2158032	2158082	-
3031584	3031634	-
2338556	2338606	-
3034672	3034722	-
1957307	1957357	-
1708602	1708652	-
1058043	1058093	-
1205912	1205962	-
3363102	3363152	-
2453398	2453448	-
960283	960333	-
2772290	2772340	-
2697860	2697910	-
87954	88004	-
2307145	2307195	-
2402669	2402719	-
3893882	3893932	-
3110687	3110737	-
3477125	3477175	-
3660093	3660143	-
4140413	4140463	-
4359956	4360006	-
2234841	2234891	-
3015162	3015212	-
909531	909581	-
3136549	3136599	-
163467	163517	-
2226051	2226101	-
2205499	2205549	-
333367	333417	-
3242195	3242245	-
2532162	2532212	-
2981852	2981902	-
1634911	1634961	-
4329903	4329953	-
612367	612417	-
3034951	3035001	-
4299972	4300022	-
2334972	2335022	-
948951	949001	-
2252392	2252442	-
1697989	1698039	-
2861023	2861073	-
222342	222392	-
3600171	3600221	-
1371445	1371495	-
310214	310264	-
3956231	3956281	-
4162971	4163021	-
2955502	2955552	-
1371716	1371766	-
385	435	-
2680974	2681024	-
685302	685352	-
983601	983651	-
4313720	4313770	-
2510492	2510542	-
2227026	2227076	-
1935889	1935939	-
2836610	2836660	-
3595559	3595609	-
1953076	1953126	-
2551399	2551449	-
3309923	3309973	-
1639612	1639662	-
277403	277453	-
2576681	2576731	-
701286	701336	-
2705979	2706029	-
3356883	3356933	-
185147	185197	-
197034	197084	-
1692471	1692521	-
1272117	1272167	-
363350	363400	-
3027650	3027700	-
3503227	3503277	-
2459243	2459293	-
552155	552205	-
4227454	4227504	-
1711105	1711155	-
2584916	2584966	-
559698	559748	-
1000092	1000142	-
1859309	1859359	-
4320621	4320671	-
4134449	4134499	-
1609031	1609081	-
4229218	4229268	-
31917	31967	-
1530709	1530759	-
4126062	4126112	-
4278333	4278383	-
1976930	1976980	-
4398123	4398173	-
2869577	2869627	-
219695	219745	-
592229	592279	-
4174150	4174200	-
2074700	2074750	-
4250408	4250458	-
1485718	1485768	-
2393267	2393317	-
730113	730163	-
2492297	2492347	-
2496967	2497017	-
3020147	3020197	-
3952414	3952464	-
4208820	4208870	-
652699	652749	-
893217	893267	-
910786	910836	-
1006503	1006553	-
1345110	1345160	-
1399845	1399895	-
1623638	1623688	-
2283662	2283712	-
2495340	2495390	-
2709906	2709956	-
2768100	2768150	-
3021737	3021787	-
324472	324522	-
3627290	3627340	-
3659865	3659915	-
4149852	4149902	-
85513	85563	-
3051950	3052000	-
868289	868339	-
3211680	3211730	-
1642357	1642407	-
1826517	1826567	-
1848390	1848440	-
2380876	2380926	-
3401850	3401900	-
379080	379130	-
1117077	1117127	-
1622621	1622671	-
3094829	3094879	-
3473833	3473883	-
3609686	3609736	-
2870290	2870340	-
3582431	3582481	-
438665	438715	-
383464	383514	-
2291140	2291190	-
3059151	3059201	-
1742109	1742159	-
3799860	3799910	-
2437800	2437850	-
2477095	2477145	-
3313115	3313165	-
3366364	3366414	-
2160239	2160289	-
3070760	3070810	-
1246960	1247010	-
2900598	2900648	-
2408279	2408329	-
2599852	2599902	-
2505601	2505651	-
4063806	4063856	-
640806	640856	-
3639201	3639251	-
170078	170128	-
611970	612020	-
2111999	2112049	-
2139577	2139627	-
490595	490645	-
1599535	1599585	-
1231157	1231207	-
1123458	1123508	-
586168	586218	-
1954482	1954532	-
2195779	2195829	-
2397160	2397210	-
1157797	1157847	-
2134103	2134153	-
213976	214026	-
742447	742497	-
755967	756017	-
47034	47084	-
2289059	2289109	-
103475	103525	-
1552467	1552517	-
2195156	2195206	-
1444850	1444900	-
2372372	2372422	-
3062300	3062350	-
1242619	1242669	-
3308321	3308371	-
3549901	3549951	-
2512230	2512280	-
2267452	2267502	-
2581975	2582025	-
2704030	2704080	-
474323	474373	-
3500219	3500269	-
3626771	3626821	-
4152755	4152805	-
498822	498872	-
4311803	4311853	-
1150676	1150726	-
3737341	3737391	-
3572563	3572613	-
2415120	2415170	-
1030560	1030610	-
1055351	1055401	-
148292	148342	-
186570	186620	-
193052	193102	-
248065	248115	-
248838	248888	-
298096	298146	-
412230	412280	-
530674	530724	-
546753	546803	-
610163	610213	-
664768	664818	-
695435	695485	-
719862	719912	-
754359	754409	-
786993	787043	-
800143	800193	-
860660	860710	-
883874	883924	-
908063	908113	-
997300	997350	-
1017528	1017578	-
1097501	1097551	-
1138105	1138155	-
1160676	1160726	-
1165449	1165499	-
1233894	1233944	-
1277614	1277664	-
1281323	1281373	-
1305961	1306011	-
1326821	1326871	-
1370757	1370807	-
1376118	1376168	-
1376776	1376826	-
1424000	1424050	-
1479068	1479118	-
1485721	1485771	-
1584836	1584886	-
1696338	1696388	-
1733500	1733550	-
1788437	1788487	-
1789786	1789836	-
1855309	1855359	-
1907169	1907219	-
1929188	1929238	-
1965377	1965427	-
1998465	1998515	-
2133624	2133674	-
2156542	2156592	-
2237934	2237984	-
2256549	2256599	-
2263022	2263072	-
2278216	2278266	-
2307593	2307643	-
2325831	2325881	-
2396806	2396856	-
2475920	2475970	-
2596159	2596209	-
2604172	2604222	-
2682245	2682295	-
2683137	2683187	-
2866413	2866463	-
2910843	2910893	-
2929999	2930049	-
2956832	2956882	-
3041411	3041461	-
3074122	3074172	-
3135448	3135498	-
3147912	3147962	-
3148268	3148318	-
3196082	3196132	-
3213804	3213854	-
3239880	3239930	-
3241085	3241135	-
3255685	3255735	-
3323653	3323703	-
3335698	3335748	-
3411907	3411957	-
3418612	3418662	-
3491732	3491782	-
3609688	3609738	-
3630307	3630357	-
3680318	3680368	-
3700286	3700336	-
3801400	3801450	-
3861320	3861370	-
3968894	3968944	-
3989048	3989098	-
4008132	4008182	-
4060116	4060166	-
4128606	4128656	-
4159726	4159776	-
4224845	4224895	-
4315512	4315562	-
4329905	4329955	-
4407583	4407633	-
