-	301972	301859
-	302063	301965
+	305424	305456
+	309156	309251
+	309650	309661
-	309651	309544
-	322127	321852
-	322394	321852
+	323287	323898
+	323302	323898
+	325033	325050
+	332361	332465
-	333198	333160
-	339333	339205
-	339749	339714
-	340159	340142
-	341956	341810
-	341979	341959
+	342011	342142
+	342179	342217
+	342266	342343
+	342527	342715
-	350635	350567
-	350638	350567
+	351973	352077
+	354652	354723
+	354656	354757
+	356872	356910
+	356872	356910
-	358209	358129
-	364447	364427
-	364451	364254
+	367867	367893
+	370741	370935
+	373108	373113
-	385983	385978
+	405594	405752
-	405866	405117
-	408423	408397
+	411574	411810
-	416865	416761
+	417609	417704
-	418702	418550
-	418756	418550
+	421429	421458
+	421848	421883
+	424189	424272
+	424265	424339
+	424465	424605
+	424614	424898
+	424633	424677
+	424780	424845
+	425456	425539
+	425678	425728
+	427976	428026
+	431960	432097
-	440784	440779
+	442766	443035
-	442840	442835
-	442960	442952
-	442963	442952
-	458452	458426
-	462079	461960
-	468066	468004
-	468225	468217
+	476394	476642
+	482612	482653
+	483889	483960
-	484415	484398
+	485445	485513
+	486515	486562
+	499693	500790
+	506594	506689
-	508398	508144
-	509146	509141
-	515311	515201
-	515874	515869
+	519802	519816
+	521264	521284
+	530746	530793
+	530748	531002
+	531304	531444
+	531400	531444
+	531601	531747
+	531616	531747
+	532793	532846
+	532972	532983
-	542031	542014
+	543043	543177
-	545177	545100
-	545418	545188
-	545601	545494
+	547516	547545
-	550744	550739
-	551731	551615
-	552042	551995
+	552523	552567
+	552741	552839
+	552900	552914
-	553413	553189
+	557819	558040
+	559823	559828
+	559825	559851
+	560324	560395
+	560447	560461
+	561667	561720
-	563447	563403
+	565594	565701
+	565681	565701
+	565728	565778
-	573496	573113
+	573872	573997
+	575062	575157
+	580578	580655
+	580597	580686
+	580674	580763
+	580751	580888
-	585395	585273
-	585506	585465
+	591051	591095
+	591055	591114
-	592556	592284
+	593083	593268
-	593854	593795
+	593902	593943
+	593947	593952
+	598724	598753
-	599600	599433
+	600430	600444
+	600433	600444
+	604516	604605
-	608186	608076
+	610186	610191
-	611051	610935
-	614025	614017
-	614707	614624
-	622282	622121
-	629829	629722
-	631229	630783
-	631232	630783
-	631690	631229
+	637162	637455
+	651030	651140
+	654745	654855
+	654757	654855
+	656012	656398
+	659352	659375
+	659372	659380
-	664837	664805
-	665601	665434
-	665769	665689
+	670681	670695
+	676092	676310
+	678714	678752
+	679211	679219
-	697099	697070
-	704186	704148
-	704672	704475
+	706149	706196
+	706198	706212
+	706282	706314
+	710588	710608
+	711465	711482
-	731153	731100
+	732040	732081
+	732252	732296
+	733463	733468
+	733657	733740
+	733882	734094
+	734324	734599
+	735209	735238
-	737118	736978
-	737491	737486
+	740138	740146
-	748604	748599
+	749546	749629
+	749891	749974
-	749949	749926
+	751527	751616
+	751938	751967
-	752946	752839
+	753629	753769
-	754562	754431
-	754691	754647
+	762253	762300
+	762403	762471
+	762604	762882
+	769686	769745
-	778493	778488
+	779487	779507
+	781654	781725
+	782747	783037
+	782873	783037
+	782915	783037
+	784587	784649
+	784620	784649
+	784653	784694
+	784691	784720
+	785599	785841
+	786270	786281
+	787097	787249
-	791671	791666
+	791757	791846
+	793025	793282
+	795500	795541
-	798308	797895
-	799002	798997
-	799131	799021
+	800530	800598
+	801146	801151
+	802194	802304
+	802206	802304
+	802479	802508
+	803303	803404
+	806322	806390
+	810574	810591
+	812835	812915
+	812922	812969
+	812940	812969
+	816531	816611
-	818589	818452
+	820638	820661
-	825761	825756
-	825785	825768
+	829271	829285
+	832469	832696
+	838429	838527
+	848353	848718
-	849208	849170
-	850514	850476
-	850632	850627
+	850716	850730
-	851580	851575
+	851582	851632
+	851960	851965
+	852348	852365
+	853171	853191
+	857604	857681
-	859633	859628
+	874534	874560
+	877590	877751
+	878034	878183
+	878037	878183
-	880389	880294
-	882255	882079
+	882675	882728
+	883265	883336
+	883790	883954
+	884632	884667
+	885927	886142
+	885930	886142
-	886365	886243
+	886829	886837
-	889927	889889
+	896611	896712
+	899552	899620
+	900717	900791
-	900801	900721
-	903999	903976
+	904167	904199
-	904329	904213
-	904659	904444
-	906093	905893
+	906623	906667
-	906892	906878
-	908074	908015
+	909774	909779
+	909776	909958
-	913324	912998
-	913799	913695
-	916285	916244
-	917665	917141
-	917704	917141
-	917723	917643
-	921935	921930
-	923194	923168
-	923576	923529
+	924636	924878
+	924676	924819
+	927168	927407
+	930569	930709
+	931818	931994
+	935975	936076
-	938050	937730
+	942869	942874
+	951241	951267
-	960225	960169
+	962759	962767
+	964276	965184
-	965978	965973
+	967782	967808
+	967971	968078
+	971110	971172
+	974910	975002
-	976875	976858
+	977006	977086
+	978193	978240
+	979783	979824
+	983195	983383
+	986144	986413
-	987927	987919
-	988048	987947
-	992614	992603
+	993102	993146
-	993265	993230
-	993267	993262
+	993435	993752
+	994016	994138
+	994019	994138
-	999145	999086
+	1000400	1000525
+	1005552	1006301
+	1005555	1006301
-	1025222	1025214
-	1026512	1026450
+	1027285	1027326
-	1032173	1032021
+	1037558	1037587
-	1037783	1037778
+	1037922	1037930
-	1040852	1040784
+	1041167	1041178
-	1041167	1041045
-	1045176	1045126
-	1052448	1052305
-	1052584	1052516
-	1057277	1057173
+	1058804	1058812
+	1065710	1066081
-	1066848	1066597
-	1066850	1066845
-	1076802	1076788
-	1090195	1090112
+	1093253	1094122
+	1094343	1094426
+	1095151	1095159
+	1096438	1096521
+	1098556	1098597
+	1099052	1099087
+	1099562	1099639
+	1101281	1101289
+	1101556	1101642
+	1101639	1101668
+	1105138	1105155
-	1116624	1116361
+	1123639	1123674
+	1123703	1123711
+	1128024	1128047
+	1131537	1131581
-	1133397	1132810
+	1134996	1135130
+	1136895	1136933
+	1151777	1151923
-	1153204	1153106
+	1160888	1160992
-	1165633	1165496
-	1165663	1165646
-	1165665	1165615
-	1166889	1166842
-	1169205	1169083
-	1170690	1170667
-	1171041	1170778
-	1175483	1174995
+	1175688	1175870
-	1178088	1178017
+	1183864	1183881
-	1192252	1192214
+	1197652	1197729
+	1202027	1202035
-	1204903	1204628
+	1215438	1215755
+	1215441	1215755
+	1222209	1222319
+	1222930	1223394
+	1223643	1223996
+	1229584	1229736
+	1233259	1233270
+	1233277	1233288
+	1240083	1240142
-	1240099	1240094
-	1240896	1240861
-	1253173	1252982
-	1254116	1253943
-	1254479	1254132
+	1255438	1255599
+	1255981	1255989
+	1255984	1255989
-	1258361	1258302
-	1259980	1259924
-	1260993	1260667
-	1261437	1260667
-	1261638	1260667
+	1262966	1263199
+	1263196	1263453
-	1264268	1264128
-	1265920	1265915
+	1265943	1266311
+	1269094	1269165
-	1269555	1269517
-	1271836	1271825
-	1271980	1271825
-	1276303	1276028
+	1282180	1282218
+	1282890	1283036
+	1284943	1284948
-	1285342	1285130
+	1287183	1287311
+	1287534	1287716
+	1291381	1291398
+	1296183	1296188
-	1299916	1299911
+	1300264	1300311
+	1301248	1301355
+	1301985	1302032
-	1302674	1302474
+	1302899	1302946
+	1303233	1303376
-	1304585	1304295
-	1304765	1304658
-	1305257	1305117
-	1305279	1305175
-	1305281	1305117
-	1305970	1305965
+	1307220	1307561
+	1307223	1307561
+	1309030	1309275
+	1310595	1310777
+	1310597	1310695
+	1311904	1311978
+	1313631	1313648
+	1321443	1321490
+	1325028	1325081
+	1325030	1325194
-	1325822	1325817
+	1326961	1327056
+	1327074	1327091
-	1338413	1338216
+	1338831	1338851
+	1339136	1339153
-	1340922	1340818
+	1341338	1341361
+	1342730	1342759
+	1342776	1342784
+	1342807	1342887
-	1348697	1348692
+	1349161	1349181
+	1353611	1353799
+	1354367	1354372
+	1354856	1355191
+	1355201	1355287
+	1356005	1356166
+	1359212	1359484
+	1359602	1359619
-	1364823	1364818
+	1364918	1365073
+	1367421	1367426
+	1367641	1367688
+	1367662	1367688
+	1367728	1368078
-	1371513	1371481
+	1374306	1374641
+	1376966	1376983
+	1377118	1377165
-	1384782	1384738
+	1386855	1386860
+	1388216	1388368
+	1392127	1392180
-	1394267	1394214
-	1399441	1399388
-	1406074	1406057
+	1408757	1408771
+	1412120	1412260
+	1413651	1413743
+	1414031	1414039
-	1416727	1416404
+	1420160	1420174
+	1420301	1420339
+	1420361	1420546
+	1420675	1420740
+	1424549	1424674
-	1444971	1444939
+	1445986	1446165
-	1449271	1449263
+	1455282	1455380
+	1456408	1456707
+	1456498	1456707
+	1457241	1457282
+	1457539	1457565
+	1459542	1459655
+	1459680	1459769
+	1460407	1460520
+	1461302	1461328
+	1462078	1462104
+	1467180	1467245
+	1468260	1468382
+	1471591	1471608
-	1472807	1472742
-	1472892	1472794
+	1473557	1473613
+	1473560	1473613
+	1473578	1473613
+	1477088	1477204
+	1480032	1480037
+	1480034	1480264
+	1481033	1481302
-	1483469	1483455
-	1484919	1484911
-	1485140	1484853
+	1485737	1485742
+	1485739	1485786
+	1487056	1487061
+	1487750	1487917
-	1494376	1494140
-	1499204	1499199
+	1504972	1505040
+	1504975	1505040
+	1507688	1507726
+	1508335	1508400
-	1508574	1508383
+	1509231	1509284
+	1513066	1513071
+	1519022	1519072
-	1523838	1523737
+	1524783	1524962
-	1528965	1528939
-	1531234	1531217
-	1532350	1532339
+	1533802	1533822
-	1535444	1535385
+	1535618	1535677
+	1539180	1539440
+	1539498	1539515
+	1542400	1542438
+	1547162	1547248
+	1547245	1547334
+	1547475	1547588
+	1547563	1547709
+	1547626	1547709
+	1547761	1547835
+	1549368	1549556
-	1561345	1561292
-	1561397	1561383
+	1561450	1561467
+	1562340	1562393
+	1563713	1563850
+	1564094	1564114
+	1566776	1566856
+	1569678	1569689
-	1573934	1573662
+	1580517	1580591
+	1585463	1585597
+	1587288	1587596
+	1589199	1589501
+	1591505	1591579
+	1593530	1593583
-	1607623	1607486
-	1613008	1612994
+	1613777	1613824
+	1615994	1616221
+	1619734	1619760
-	1634834	1634829
-	1639157	1638774
-	1639478	1639416
+	1639627	1639725
-	1644294	1644205
-	1644313	1644257
+	1645724	1645834
-	1657754	1657116
+	1660085	1660099
+	1660382	1660396
+	1660654	1660659
-	1666048	1666043
+	1667006	1667065
+	1670238	1670345
+	1671363	1671380
+	1671366	1671380
+	1675264	1675269
+	1679317	1679397
+	1681991	1682095
-	1690881	1690615
+	1691493	1691522
+	1692110	1692154
-	1692120	1691992
-	1692326	1692294
+	1692751	1692924
+	1692832	1692924
+	1692916	1692924
-	1693638	1693633
+	1693655	1693678
-	1695212	1695159
-	1695265	1695164
+	1695503	1695802
+	1695550	1695555
-	1695867	1695799
-	1696058	1695864
-	1696177	1696109
-	1696205	1696194
-	1696574	1696398
-	1696730	1696584
-	1697049	1696987
+	1697082	1697102
+	1697084	1697164
-	1697264	1697211
-	1697504	1697367
+	1698166	1698210
-	1700631	1700314
-	1700633	1700439
+	1701098	1701346
-	1702082	1702020
-	1708133	1708086
+	1711698	1711736
+	1715077	1715094
+	1728630	1728761
+	1729602	1729619
-	1732901	1732896
+	1733785	1734039
+	1734846	1734899
+	1735430	1735444
+	1735772	1735852
+	1736934	1736939
+	1737013	1737369
-	1745778	1745758
+	1752279	1752482
-	1753851	1753684
+	1757438	1757671
-	1760263	1760228
+	1772807	1772866
+	1773207	1773281
+	1774954	1775040
+	1783780	1784001
-	1793226	1793182
+	1811065	1811094
+	1811806	1812252
+	1814845	1815060
+	1815052	1815060
+	1815064	1815069
+	1815066	1815134
+	1816331	1816348
-	1819867	1819784
+	1824369	1824533
+	1824521	1824526
+	1828292	1828366
-	1830003	1829737
-	1830020	1830003
-	1830527	1830396
-	1836624	1836445
-	1846694	1846569
+	1850507	1850863
+	1853326	1853433
+	1854543	1854821
+	1855960	1856064
+	1857714	1857734
+	1862804	1863100
-	1870283	1870200
+	1891150	1891275
+	1896910	1897020
+	1901645	1901926
+	1902375	1902380
-	1906288	1906133
+	1912733	1912924
-	1915187	1915107
+	1921463	1921483
+	1921849	1921902
-	1922711	1922694
-	1922765	1922694
+	1924545	1924550
+	1924547	1925029
+	1925592	1925687
-	1927437	1927432
-	1928998	1928837
-	1929000	1928995
+	1934004	1934009
+	1938765	1939079
+	1956905	1956976
+	1956908	1956976
+	1958144	1958203
-	1959196	1958909
-	1960465	1960448
+	1966044	1966067
-	1966430	1966215
+	1966583	1966786
+	1966616	1966786
+	1967066	1967092
+	1968132	1968176
+	1971137	1971406
+	1971141	1971383
+	1972064	1972570
+	1979661	1979714
+	1982464	1982475
+	1985877	1985888
+	1986489	1986545
+	1988151	1988189
+	1993277	1993318
-	1994373	1994080
-	1995276	1995247
-	1997007	1996969
-	1998034	1997945
+	1999047	1999070
+	1999163	1999189
+	1999166	1999189
+	1999192	1999215
+	1999208	1999426
-	1999534	1999415
-	1999681	1999595
+	1999735	1999740
-	2012571	2012527
-	2014710	2014657
-	2014916	2014722
-	2014929	2014657
+	2017682	2017717
+	2017777	2017809
+	2030347	2030523
+	2030515	2030523
-	2030610	2030506
-	2030676	2030506
-	2030678	2030673
+	2031620	2031640
+	2032112	2032243
+	2034744	2034920
+	2036390	2036449
+	2038695	2038769
+	2039095	2039175
+	2053353	2053388
-	2055516	2055223
-	2055519	2055223
-	2056264	2056256
-	2059100	2059002
+	2059518	2059598
-	2061123	2060884
+	2067121	2067144
+	2067148	2067366
-	2069321	2069316
+	2069588	2069629
-	2070426	2070058
+	2070625	2070690
+	2072639	2072653
+	2072888	2073037
+	2074022	2074111
+	2074172	2074177
+	2074406	2074471
+	2078338	2078361
-	2079077	2079039
-	2079946	2079836
-	2086695	2086597
-	2092174	2092082
-	2092228	2092082
-	2092401	2092105
-	2096610	2096587
+	2097675	2097692
-	2102600	2102586
+	2104962	2105015
-	2110482	2110276
-	2110484	2110479
-	2122483	2122232
-	2122727	2122521
-	2124522	2124508
+	2124541	2124762
+	2124665	2125114
-	2132327	2132217
+	2134214	2134330
+	2135935	2136117
-	2135952	2135482
+	2136030	2136218
-	2136224	2136069
+	2136830	2137285
+	2137297	2137353
+	2137375	2137416
+	2137553	2137687
+	2137976	2137981
+	2140152	2140235
-	2140758	2140711
+	2142507	2142533
+	2143569	2143616
+	2144437	2144442
-	2145737	2145726
-	2145802	2145530
-	2145805	2145530
-	2145838	2145530
+	2145932	2145973
+	2146022	2146111
+	2146905	2147009
+	2147104	2147199
+	2149150	2149605
+	2150822	2150926
+	2151205	2151279
-	2152654	2152610
-	2152956	2152762
-	2159975	2159820
-	2160005	2159820
+	2160947	2161036
+	2162978	2163016
+	2164484	2164555
+	2164514	2164555
+	2166221	2166274
+	2168697	2168945
+	2168787	2168945
-	2170941	2170906
-	2175669	2175538
-	2176228	2176187
+	2177154	2177195
+	2180772	2180978
+	2180790	2180978
-	2193959	2193942
+	2198624	2198665
+	2198957	2199244
+	2199100	2199147
+	2201403	2201579
+	2201922	2201930
-	2207015	2206929
+	2222651	2222689
-	2223205	2223194
-	2223282	2223265
+	2223771	2223797
-	2224473	2224393
-	2225133	2225101
-	2225280	2225185
-	2227197	2227117
-	2227199	2227194
+	2229120	2229329
-	2229987	2229970
-	2232649	2232533
+	2239170	2239337
+	2240150	2240158
+	2243710	2243790
+	2243831	2244214
-	2249457	2249260
-	2250999	2250943
-	2255267	2255037
-	2255343	2255179
-	2255630	2255544
+	2255989	2256087
-	2256397	2256392
+	2259801	2259878
-	2259925	2259860
-	2261640	2261053
-	2262591	2262502
+	2265028	2265174
+	2265177	2265197
+	2265189	2265197
+	2266497	2266502
-	2267537	2267532
-	2268149	2267841
-	2277588	2277580
-	2277690	2277673
-	2278613	2278464
+	2280172	2280186
+	2280175	2280186
+	2286451	2286693
-	2299905	2299798
-	2300007	2299999
-	2305974	2305867
-	2306076	2306068
+	2308202	2308255
-	2312519	2312514
+	2313934	2313954
-	2324565	2324383
+	2327860	2328264
-	2332894	2332883
-	2333139	2333050
-	2337595	2337587
-	2337710	2337381
+	2337790	2338188
-	2337838	2337770
-	2339408	2339298
-	2340548	2340528
-	2348373	2348368
-	2349164	2349120
-	2351620	2351351
-	2354556	2354533
-	2355956	2355693
-	2356640	2356296
-	2358206	2357907
-	2359732	2359703
-	2360058	2359819
-	2363706	2363488
-	2363747	2363703
-	2365104	2365051
+	2366976	2367038
+	2367029	2367106
+	2367289	2367525
+	2367657	2367704
-	2368587	2368552
+	2368678	2368695
-	2368679	2368608
+	2371908	2371949
-	2373531	2373205
-	2374792	2374736
-	2376232	2376212
+	2376456	2376554
+	2376561	2376650
-	2388319	2388287
+	2388439	2388531
-	2389874	2389866
+	2390330	2390335
-	2392011	2392003
+	2392041	2392085
+	2392295	2392405
-	2393220	2393074
-	2396573	2396481
-	2397107	2396970
+	2397305	2397346
+	2402130	2402174
-	2402158	2402093
+	2402326	2402337
+	2402328	2402348
-	2402623	2402507
-	2405534	2405355
+	2405991	2406311
-	2409466	2409443
-	2415118	2415083
-	2428737	2428477
-	2434292	2434272
-	2434538	2434533
-	2439898	2439881
-	2440063	2439881
-	2440990	2440943
-	2443522	2443451
-	2444403	2444368
-	2445262	2445170
-	2447065	2447006
-	2453004	2452963
-	2453397	2453371
-	2453709	2453458
+	2457509	2457556
+	2459994	2460035
-	2463066	2463013
-	2463081	2463013
+	2463647	2463739
-	2467774	2467751
-	2468029	2468024
-	2468466	2468428
-	2468718	2468680
-	2468773	2468297
-	2473275	2472916
-	2474197	2473841
+	2475969	2476004
-	2481064	2480981
+	2486251	2486385
-	2486383	2486324
+	2487673	2487882
+	2488661	2489176
-	2495440	2495369
-	2495442	2495437
-	2498206	2497817
-	2498208	2498059
+	2505825	2505962
-	2506637	2506359
+	2512583	2512600
-	2513572	2513534
+	2513752	2513769
+	2513803	2513970
+	2523617	2523622
-	2531950	2531894
-	2532003	2531947
-	2532037	2531987
-	2532090	2532040
-	2532109	2532053
-	2532143	2532093
-	2532162	2532106
+	2542644	2542661
+	2545586	2545591
+	2547127	2547270
+	2550627	2550647
-	2551393	2551331
-	2551396	2551331
-	2557619	2557614
-	2560532	2560470
+	2565064	2565249
-	2565065	2565039
+	2566995	2567123
+	2567137	2567250
+	2572611	2572637
+	2574211	2574234
+	2574505	2574543
-	2575124	2575056
-	2575568	2575314
-	2577897	2577877
-	2579137	2578853
-	2579658	2579536
-	2580012	2579854
-	2580253	2580038
-	2581747	2581424
+	2581859	2582173
-	2583009	2582992
-	2596277	2596206
-	2599625	2599605
-	2601654	2601586
+	2602638	2602664
+	2608710	2608799
+	2610913	2611011
-	2611007	2610951
+	2611609	2611635
-	2613690	2613673
+	2614642	2614656
-	2617085	2616966
+	2620240	2620257
+	2620805	2620849
-	2624320	2624240
+	2626089	2626220
+	2626256	2626360
+	2628525	2628551
-	2628727	2628719
+	2630748	2631059
+	2630859	2631059
+	2632276	2632350
-	2634081	2633956
-	2636947	2636894
-	2636950	2636894
+	2637722	2638195
+	2637839	2638195
+	2637914	2638195
+	2638205	2638468
+	2638367	2638468
+	2638397	2638468
+	2638427	2638468
-	2638568	2638446
+	2638736	2638741
+	2649901	2649918
+	2650461	2650472
+	2651188	2651250
+	2651191	2651250
-	2653593	2653438
-	2653821	2653438
-	2654065	2654024
-	2655222	2655187
-	2655309	2655187
-	2664798	2664763
+	2680458	2680667
-	2680664	2680653
+	2680877	2680897
-	2683045	2682680
-	2683353	2683348
-	2683938	2683843
-	2684332	2684312
-	2684334	2684329
+	2686255	2686410
+	2689787	2690053
-	2690624	2690613
-	2691018	2690809
+	2692251	2692439
+	2692671	2692715
+	2694246	2694299
+	2695860	2696225
-	2697781	2697692
-	2698658	2698467
+	2706768	2706878
-	2715318	2715313
-	2716495	2716448
-	2716498	2716448
-	2716507	2716448
-	2718552	2718499
-	2718954	2718844
-	2726194	2726111
-	2726209	2726111
-	2726365	2726291
-	2726492	2726202
+	2727959	2727970
-	2728373	2728254
-	2728455	2728402
-	2728804	2728706
+	2733208	2733246
-	2736023	2735934
-	2738886	2738764
-	2739762	2739631
-	2741487	2741434
-	2743252	2743241
+	2752773	2752787
-	2752851	2752759
+	2753301	2753663
-	2754582	2754508
-	2755212	2755114
+	2755380	2755472
+	2755809	2755868
-	2759171	2759166
-	2759325	2759320
-	2759366	2759361
+	2760807	2760812
+	2763177	2763191
-	2763991	2763875
-	2765480	2765421
-	2765514	2765464
+	2765644	2765658
-	2774858	2774724
-	2774861	2774724
-	2782224	2782189
-	2783455	2783330
+	2785063	2785101
+	2786331	2786519
-	2792531	2792487
-	2792543	2792487
+	2794252	2794287
+	2794271	2794633
-	2800744	2800736
+	2801238	2801261
+	2807960	2808064
+	2810065	2810703
-	2810237	2810139
-	2812282	2812187
-	2813992	2813906
-	2816888	2816862
-	2819404	2819321
-	2819407	2819321
-	2821623	2821615
+	2821689	2821715
+	2823440	2823445
-	2827515	2827420
+	2828521	2828559
+	2828536	2828559
+	2829937	2829990
+	2829954	2830139
+	2830558	2830836
-	2833109	2832984
-	2833652	2833587
-	2833763	2833758
-	2837092	2837084
+	2837345	2837401
+	2837348	2837401
-	2837353	2837324
-	2837370	2837302
-	2849514	2849500
+	2850291	2850446
+	2850575	2850910
-	2850640	2850635
-	2853714	2853502
-	2854550	2854521
-	2860759	2860754
-	2866571	2866428
-	2869399	2869253
+	2877230	2877613
+	2881212	2881223
+	2883065	2883208
+	2884478	2884501
+	2897058	2897147
+	2897061	2897147
-	2901492	2901436
-	2906728	2906723
-	2911037	2910978
-	2911278	2911090
-	2913200	2913108
+	2913877	2914425
+	2914473	2914505
-	2915972	2915949
+	2917778	2917783
+	2927933	2927941
-	2930080	2929781
+	2930324	2930425
-	2930472	2930422
-	2931543	2931436
-	2931949	2931893
-	2933478	2933458
-	2935764	2935549
+	2944972	2945055
+	2955544	2955627
+	2955601	2955627
+	2955624	2955728
+	2957448	2957693
-	2958797	2958774
+	2968705	2968710
-	2969426	2969373
-	2973633	2973448
+	2978798	2979268
+	2979377	2979397
+	2980025	2980192
+	2981046	2981051
+	2982604	2982660
-	2982631	2982551
-	2993973	2993965
+	3003834	3003887
-	3005634	3005599
-	3011574	3011365
-	3011673	3011365
-	3013649	3013380
-	3014904	3014689
-	3015081	3015076
+	3017833	3017877
+	3018433	3018549
+	3020323	3020511
+	3020485	3020511
+	3023873	3024202
-	3025077	3025060
-	3025862	3025857
-	3025865	3025857
-	3026003	3025857
-	3027346	3027323
+	3027360	3027374
-	3027399	3027343
-	3030234	3030214
+	3032498	3032533
-	3035531	3035445
-	3047693	3047658
-	3050298	3050230
-	3050601	3050503
+	3055650	3055787
-	3056236	3056075
-	3057996	3057931
-	3073617	3073612
-	3073744	3073727
+	3082844	3082849
-	3083279	3083274
-	3085690	3085670
-	3086726	3086634
-	3089039	3088989
-	3092900	3092895
-	3095296	3095087
-	3096359	3096213
-	3101217	3101158
-	3114001	3113960
-	3114021	3113992
-	3114024	3113992
-	3114043	3113960
-	3114046	3113960
+	3114889	3114987
+	3114954	3115049
+	3114978	3115049
+	3115236	3115250
+	3115571	3115696
+	3115716	3115808
+	3115777	3115785
+	3115801	3115839
+	3120972	3121010
+	3123893	3123970
-	3147221	3146847
-	3147827	3147822
-	3148241	3148158
+	3151593	3151877
-	3154372	3154352
-	3158162	3158151
-	3160336	3160298
-	3160583	3160518
-	3167011	3166847
-	3173229	3173038
-	3173256	3173038
-	3173677	3173654
+	3178185	3178220
-	3179145	3178495
-	3179981	3179940
-	3180056	3179940
-	3189833	3189756
+	3191141	3191245
-	3192140	3192009
-	3192254	3192198
-	3192341	3192270
-	3194169	3194134
+	3197828	3197833
-	3202177	3202034
-	3205234	3205160
-	3208468	3208400
-	3210877	3210806
-	3212083	3212012
-	3212967	3212953
-	3213444	3213088
+	3214519	3214725
+	3214521	3214544
-	3216527	3216372
-	3219485	3219384
-	3230663	3230559
-	3234125	3233964
+	3240369	3240401
-	3240409	3240398
-	3241820	3241509
+	3242965	3242973
+	3242986	3243000
+	3243455	3243508
+	3243873	3244007
+	3244076	3244081
+	3244274	3244279
+	3245461	3245490
-	3250897	3250676
+	3266461	3266472
+	3272833	3272850
-	3273694	3273659
-	3273883	3273866
+	3274262	3274270
-	3275712	3275518
-	3275939	3275790
-	3276117	3276097
-	3276173	3276114
-	3276183	3276124
-	3276339	3276331
-	3276597	3276592
-	3276822	3276592
-	3282865	3282860
+	3283067	3283240
+	3283507	3283533
+	3283792	3283881
+	3285029	3285118
-	3285096	3285091
-	3289771	3289649
+	3290911	3291078
-	3291396	3291322
-	3291510	3291322
-	3295950	3295792
-	3297409	3297380
+	3299195	3299206
-	3299382	3299377
-	3299794	3299702
-	3299901	3299788
-	3300798	3300610
-	3301776	3301750
+	3302023	3302085
-	3302391	3302368
-	3303266	3303234
-	3303749	3303441
+	3303750	3303758
+	3306084	3306116
-	3306289	3306224
-	3306672	3306628
-	3309552	3309196
-	3312192	3312112
-	3312710	3312438
-	3312827	3312810
-	3312854	3312843
-	3312886	3312851
-	3312937	3312929
+	3318101	3318286
+	3318268	3318276
-	3319568	3319464
-	3320135	3320046
-	3323531	3323517
-	3324213	3324106
+	3325860	3325940
-	3326084	3325941
+	3326388	3326393
+	3327303	3327521
+	3327305	3327568
+	3331854	3332048
+	3332006	3332437
-	3335832	3335779
+	3339928	3339987
-	3342842	3342699
-	3342955	3342869
-	3344261	3344247
-	3347205	3347032
-	3347823	3347710
-	3356883	3356791
-	3359418	3359320
-	3363883	3363857
+	3364062	3364514
-	3364495	3364427
+	3365515	3365589
+	3366424	3366447
+	3366937	3367164
-	3367149	3367111
+	3381340	3381378
+	3381355	3381378
-	3386447	3386442
